stopwords_removed,3-gram
"['keren', 'kalah', 'bagus', 'tolong', 'bug', 'y', 'hilang', 'cukup', 'terimakasih']","['bagus_tolong_bug', 'bug_hilang_cukup', 'hilang_cukup_terimakasih', 'kalah_bagus_tolong', 'keren_kalah_bagus', 'tolong_bug_hilang']"
"['ganti', 'happy', 'coin', 'ganti']","['ganti_happy_coin', 'happy_coin_ganti']"
"['bagus', 'tolong', 'diturunin', 'sedikit', 'donk', 'kentang', 'kadang', 'muat', 'tolong', 'ringan', 'hapus', 'file', 'dalam', 'nurun', 'tetap', 'gb']","['bagus_tolong_diturunin', 'dalam_nurun_tetap', 'diturunin_sedikit_donk', 'donk_kentang_kadang', 'file_dalam_nurun', 'hapus_file_dalam', 'kadang_muat_tolong', 'kentang_kadang_muat', 'muat_tolong_ringan', 'nurun_tetap_gb', 'ringan_hapus_file', 'sedikit_donk_kentang', 'tolong_diturunin_sedikit', 'tolong_ringan_hapus']"
['deeh'],[]
"['kenapa', 'ngga', 'jelas', 'mana', 'selalu', 'musuh', 'jago']","['jelas_mana_selalu', 'kenapa_ngga_jelas', 'mana_selalu_musuh', 'ngga_jelas_mana', 'selalu_musuh_jago']"
['ganti'],[]
"['baik', 'hobi', 'ngebahagiain', 'efek', 'kualitas', 'bagus', 'skin', 'mahal', 'gratis', 'musuh', 'imbang', 'jago', 'enggak', 'beban', 'engga', 'top', 'up', 'duit', 'kurang', 'pokok', 'terimakasih', 'banget', 'developer', 'terbest', 'bintang']","['bagus_skin_mahal', 'baik_hobi_ngebahagiain', 'banget_developer_terbest', 'beban_engga_top', 'developer_terbest_bintang', 'duit_kurang_pokok', 'efek_kualitas_bagus', 'engga_top_up', 'enggak_beban_engga', 'gratis_musuh_imbang', 'hobi_ngebahagiain_efek', 'imbang_jago_enggak', 'jago_enggak_beban', 'kualitas_bagus_skin', 'kurang_pokok_terimakasih', 'mahal_gratis_musuh', 'musuh_imbang_jago', 'ngebahagiain_efek_kualitas', 'pokok_terimakasih_banget', 'skin_mahal_gratis', 'terimakasih_banget_developer', 'top_up_duit', 'up_duit_kurang']"
"['sekarang', 'darksystem', 'anjeng']",['sekarang_darksystem_anjeng']
['sampah'],[]
"['kenapa', 'suka', 'keluar', 'sendiri', 'bagus', 'spek', 'kentang', 'amat', 'keluar', 'sendiri', 'suka', 'bete', 'push']","['amat_keluar_sendiri', 'bagus_spek_kentang', 'keluar_sendiri_bagus', 'keluar_sendiri_suka', 'kenapa_suka_keluar', 'kentang_amat_keluar', 'sendiri_bagus_spek', 'sendiri_suka_bete', 'spek_kentang_amat', 'suka_bete_push', 'suka_keluar_sendiri']"
"['developer', 'perhati', 'masuk']",['developer_perhati_masuk']
"['bintang', 'ajg', 'mackingnya', 'jelek', 'babi']","['ajg_mackingnya_jelek', 'bintang_ajg_mackingnya', 'mackingnya_jelek_babi']"
['keren'],[]
"['sampah', 'hina', 'banget', 'pentol', 'pinoy', 'asu', 'capek', 'mending', 'pisah', 'ph']","['asu_capek_mending', 'banget_pentol_pinoy', 'capek_mending_pisah', 'hina_banget_pentol', 'mending_pisah_ph', 'pentol_pinoy_asu', 'pinoy_asu_capek', 'sampah_hina_banget']"
"['tolol', 'banyak', 'spell', 'guna', 'paling', 'berisik']","['banyak_spell_guna', 'guna_paling_berisik', 'spell_guna_paling', 'tolol_banyak_spell']"
"['sudah', 'oke', 'logis', 'musuh', 'kuat', 'tolong', 'baik']","['kuat_tolong_baik', 'logis_musuh_kuat', 'musuh_kuat_tolong', 'oke_logis_musuh', 'sudah_oke_logis']"
"['keren', 'event', 'banyak', 'skin', 'gratis', 'banyak', 'mantep', 'mending', 'hapus', 'kikir', 'cok', 'ls', 'mvp', 'lose', 'cuma', 'winmending', 'sudah', 'aseli', 'mah', 'saran', 'tuntut', 'tu', 'moontod', 'banyak', 'plagiat', 'cik', 'aseli']","['aseli_mah_saran', 'banyak_mantep_mending', 'banyak_plagiat_cik', 'banyak_skin_gratis', 'cok_ls_mvp', 'cuma_winmending_sudah', 'event_banyak_skin', 'gratis_banyak_mantep', 'hapus_kikir_cok', 'keren_event_banyak', 'kikir_cok_ls', 'lose_cuma_winmending', 'ls_mvp_lose', 'mah_saran_tuntut', 'mantep_mending_hapus', 'mending_hapus_kikir', 'moontod_banyak_plagiat', 'mvp_lose_cuma', 'plagiat_cik_aseli', 'saran_tuntut_tu', 'skin_gratis_banyak', 'sudah_aseli_mah', 'tu_moontod_banyak', 'tuntut_tu_moontod', 'winmending_sudah_aseli']"
['bagus'],[]
"['kampanh', 'suka', 'lag']",['kampanh_suka_lag']
"['kenapa', 'animasi', 'gerak', 'profil', 'maupun', 'diem']","['animasi_gerak_profil', 'gerak_profil_maupun', 'kenapa_animasi_gerak', 'profil_maupun_diem']"
"['bagus', 'sesuai', 'gera', 'karakter', 'agak', 'patah', 'patah', 'gitu', 'gera', 'terimakasih']","['agak_patah_patah', 'bagus_sesuai_gera', 'gera_karakter_agak', 'gitu_gera_terimakasih', 'karakter_agak_patah', 'patah_gitu_gera', 'patah_patah_gitu', 'sesuai_gera_karakter']"
"['jauh', 'jika', 'banding', 'vainofglory']","['jauh_jika_banding', 'jika_banding_vainofglory']"
['bagus'],[]
"['cukup', 'bagus', 'masuk', 'lama', 'tunggu']","['bagus_masuk_lama', 'cukup_bagus_masuk', 'masuk_lama_tunggu']"
"['keren', 'butuh', 'strategi', 'mateng', 'asal', 'nabrak', 'playernya', 'ngetroll', 'kya']","['asal_nabrak_playernya', 'butuh_strategi_mateng', 'keren_butuh_strategi', 'mateng_asal_nabrak', 'nabrak_playernya_ngetroll', 'playernya_ngetroll_kya', 'strategi_mateng_asal']"
['suka'],[]
"['matchingnya', 'jelek']",[]
"['kantau', 'jelek', 'buruk', 'banget', 'banyak', 'banget', 'uras', 'paket', 'sehingga', 'mendownload', 'butuh', 'paket', 'banyak', 'tolong', 'baik', 'jelek', 'tolol', 'banyak', 'pokok', 'bagus', 'buruk']","['baik_jelek_tolol', 'banget_banyak_banget', 'banget_uras_paket', 'banyak_banget_uras', 'banyak_pokok_bagus', 'banyak_tolong_baik', 'buruk_banget_banyak', 'butuh_paket_banyak', 'jelek_buruk_banget', 'jelek_tolol_banyak', 'kantau_jelek_buruk', 'mendownload_butuh_paket', 'paket_banyak_tolong', 'paket_sehingga_mendownload', 'pokok_bagus_buruk', 'sehingga_mendownload_butuh', 'tolol_banyak_pokok', 'tolong_baik_jelek', 'uras_paket_sehingga']"
"['jelek', 'banyak', 'bag', 'putus', 'putus', 'makan', 'banyak', 'berfikir', 'hapus', 'mending', 'legends', 'nguras', 'dalam']","['bag_putus_putus', 'banyak_bag_putus', 'banyak_berfikir_hapus', 'berfikir_hapus_mending', 'hapus_mending_legends', 'jelek_banyak_bag', 'legends_nguras_dalam', 'makan_banyak_berfikir', 'mending_legends_nguras', 'putus_makan_banyak', 'putus_putus_makan']"
"['anjinkada', 'atur', 'gold', 'masuk', 'diamondmana', 'musuh', 'diamond', 'semua', 'd', 'goldlogikanya', 'pay', 'win', 'anjinkkagak', 'imbang', 'babi', 'rusak', 'jangan', 'selalu', 'bilang', 'cocok', 'masinghalah', 'bacot', 'doangkami', 'bukan', 'lo', 'developer']","['anjinkada_atur_gold', 'anjinkkagak_imbang_babi', 'atur_gold_masuk', 'babi_rusak_jangan', 'bacot_doangkami_bukan', 'bilang_cocok_masinghalah', 'bukan_lo_developer', 'cocok_masinghalah_bacot', 'diamond_semua_goldlogikanya', 'diamondmana_musuh_diamond', 'doangkami_bukan_lo', 'gold_masuk_diamondmana', 'goldlogikanya_pay_win', 'imbang_babi_rusak', 'jangan_selalu_bilang', 'masinghalah_bacot_doangkami', 'masuk_diamondmana_musuh', 'musuh_diamond_semua', 'pay_win_anjinkkagak', 'rusak_jangan_selalu', 'selalu_bilang_cocok', 'semua_goldlogikanya_pay', 'win_anjinkkagak_imbang']"
"['mantap', 'seru']",[]
"['jembot', 'noob', 'kadang', 'buta', 'kadang', 'jg', 'ketemu', 'mabar', 'enak', 'jg', 'benar', 'kadang', 'satuin', 'bot', 'pula', 'jembot']","['benar_kadang_satuin', 'bot_pula_jembot', 'buta_kadang_jg', 'enak_jg_benar', 'jembot_noob_kadang', 'jg_benar_kadang', 'jg_ketemu_mabar', 'kadang_buta_kadang', 'kadang_jg_ketemu', 'kadang_satuin_bot', 'ketemu_mabar_enak', 'mabar_enak_jg', 'noob_kadang_buta', 'satuin_bot_pula']"
['jelas'],[]
"['bagus', 'segi', 'skin', 'item', 'dll', 'moga', 'developer', 'ide', 'ide', 'baru', 'baru', 'dll', 'biar', 'salah', 'satu', 'dg', 'paling', 'gerguna', 'niru', 'bintang', 'anggota', 'developer', 'lain', 'terimakasih']","['anggota_developer_lain', 'bagus_segi_skin', 'baru_baru_dll', 'baru_dll_biar', 'biar_salah_satu', 'bintang_anggota_developer', 'developer_ide_ide', 'developer_lain_terimakasih', 'dg_paling_gerguna', 'dll_biar_salah', 'dll_moga_developer', 'gerguna_niru_bintang', 'ide_baru_baru', 'ide_ide_baru', 'item_dll_moga', 'moga_developer_ide', 'niru_bintang_anggota', 'paling_gerguna_niru', 'salah_satu_dg', 'satu_dg_paling', 'segi_skin_item', 'skin_item_dll']"
"['games', 'bagus', 'keluh', 'masalah', 'selalu', 'lot', 'log', 'tolong', 'baik']","['bagus_keluh_masalah', 'games_bagus_keluh', 'keluh_masalah_selalu', 'log_tolong_baik', 'lot_log_tolong', 'masalah_selalu_lot', 'selalu_lot_log']"
"['sekian', 'benarbenar', 'kecewa', 'bukan', 'seru', 'tetapi', 'stres', 'panjang', 'alas', 'cocok', 'antara', 'ranked', 'peak', 'turnamen', 'imbang', 'pihak', 'bilang', 'sudah', 'sesuai', 'sesuai', 'harap', 'playernya', 'derita', 'benarbenar', 'paling', 'parah', 'peak', 'turnamen', 'imbang', 'benarbenar', 'kecewa']","['alas_cocok_antara', 'antara_ranked_peak', 'benarbenar_kecewa_bukan', 'benarbenar_paling_parah', 'bilang_sudah_sesuai', 'bukan_seru_tetapi', 'cocok_antara_ranked', 'derita_benarbenar_paling', 'harap_playernya_derita', 'imbang_benarbenar_kecewa', 'imbang_pihak_bilang', 'kecewa_bukan_seru', 'paling_parah_peak', 'panjang_alas_cocok', 'parah_peak_turnamen', 'peak_turnamen_imbang', 'pihak_bilang_sudah', 'playernya_derita_benarbenar', 'ranked_peak_turnamen', 'sekian_benarbenar_kecewa', 'seru_tetapi_stres', 'sesuai_harap_playernya', 'sesuai_sesuai_harap', 'stres_panjang_alas', 'sudah_sesuai_sesuai', 'tetapi_stres_panjang', 'turnamen_imbang_benarbenar', 'turnamen_imbang_pihak']"
"['bro', 'bagaimana', 'nomor', 'hape', 'akun', 'level', 'taut', 'nomor', 'hape', 'akun', 'gimana', 'kendala', 'hal', 'sebut']","['akun_gimana_kendala', 'akun_level_taut', 'bagaimana_nomor_hape', 'bro_bagaimana_nomor', 'gimana_kendala_hal', 'hape_akun_gimana', 'hape_akun_level', 'kendala_hal_sebut', 'level_taut_nomor', 'nomor_hape_akun', 'taut_nomor_hape']"
"['ho', 'iya', 'kenapa', 'burung', 'gold', 'len', 'paun', 'spaun', 'uda', 'matiin', 'paun', 'nyelesain', 'tutorial', 'burung', 'vinik', 'ka', 'paun', 'spaun', 'kanapaya', 'per', 'baikin']","['burung_gold_len', 'burung_vinik_ka', 'gold_len_paun', 'ho_iya_kenapa', 'iya_kenapa_burung', 'ka_paun_spaun', 'kanapaya_per_baikin', 'kenapa_burung_gold', 'len_paun_spaun', 'matiin_paun_nyelesain', 'nyelesain_tutorial_burung', 'paun_nyelesain_tutorial', 'paun_spaun_kanapaya', 'paun_spaun_uda', 'spaun_kanapaya_per', 'spaun_uda_matiin', 'tutorial_burung_vinik', 'uda_matiin_paun', 'vinik_ka_paun']"
"['makin', 'up', 'makin', 'sulit', 'mana', 'baru', 'ajar']","['makin_sulit_mana', 'makin_up_makin', 'mana_baru_ajar', 'sulit_mana_baru', 'up_makin_sulit']"
"['tindak', 'lanjut', 'hadap', 'laku', 'trolling', 'mulai', 'point', 'tetap', 'kurang', 'jika', 'jalan', 'yakin', 'banyak', 'tahan', 'tanggap', 'guna']","['banyak_tahan_tanggap', 'hadap_laku_trolling', 'jalan_yakin_banyak', 'jika_jalan_yakin', 'kurang_jika_jalan', 'laku_trolling_mulai', 'lanjut_hadap_laku', 'mulai_point_tetap', 'point_tetap_kurang', 'tahan_tanggap_guna', 'tetap_kurang_jika', 'tindak_lanjut_hadap', 'trolling_mulai_point', 'yakin_banyak_tahan']"
['keren'],[]
['mamtul'],[]
['oke'],[]
"['ancur', 'nyoba', 'nyoba', 'emosi']","['ancur_nyoba_nyoba', 'nyoba_nyoba_emosi']"
['suka'],[]
['oke'],[]
['keren'],[]
"['very', 'good']",[]
['sampah'],[]
['adita'],[]
"['habis', 'update', 'framedrop', 'snapdragon', 'elite', 'bayangin', 'powerfull', 'ngeframe', 'sampai', 'fps', 'otak', 'sial']","['bayangin_powerfull_ngeframe', 'elite_bayangin_powerfull', 'fps_otak_sial', 'framedrop_snapdragon_elite', 'habis_update_framedrop', 'ngeframe_sampai_fps', 'powerfull_ngeframe_sampai', 'sampai_fps_otak', 'snapdragon_elite_bayangin', 'update_framedrop_snapdragon']"
"['seru', 'banget']",[]
"['jelek', 'upadate', 'banyak', 'bug']","['jelek_upadate_banyak', 'upadate_banyak_bug']"
"['bagus', 'bageut', 'co', 'seru']","['bageut_co_seru', 'bagus_bageut_co']"
"['kil', 'banyak', 'mvp', 'mati', 'banyak', 'kil', 'mvp', 'jelas']","['banyak_kil_mvp', 'banyak_mvp_mati', 'kil_banyak_mvp', 'kil_mvp_jelas', 'mati_banyak_kil', 'mvp_mati_banyak']"
"['iklan', 'darah', 'tinggi']",['iklan_darah_tinggi']
"['spike', 'iklan', 'ganggu', 'sumpah', 'iklan', 'pasti', 'kalah']","['ganggu_sumpah_iklan', 'iklan_ganggu_sumpah', 'iklan_pasti_kalah', 'spike_iklan_ganggu', 'sumpah_iklan_pasti']"
[],[]
"['banyak', 'ngikutin', 'aov', 'plagiat', 'kah']","['aov_plagiat_kah', 'banyak_ngikutin_aov', 'ngikutin_aov_plagiat']"
"['tu', 'latih', 'masuk', 'lebih', 'hard']","['latih_masuk_lebih', 'masuk_lebih_hard', 'tu_latih_masuk']"
"['pelit', 'matchnya', 'kurang', 'bagus', 'banget', 'bagi', 'susah', 'kadang', 'kadang', 'kadang', 'menang', 'kadang', 'kalah', 'kalah', 'kira', 'satu', 'dua', 'tiga', 'sampai', 'lebih', 'kadang', 'master', 'nyoba', 'diranked', 'mikir', 'gimana', 'kira', 'bintang', 'kurang', 'kalah', 'salah', 'besar', 'jangan', 'pernah', 'nyoba', 'diranked', 'simulasi', 'mikirlah', 'siapa']","['bagi_susah_kadang', 'bagus_banget_bagi', 'banget_bagi_susah', 'besar_jangan_pernah', 'bintang_kurang_kalah', 'diranked_mikir_gimana', 'diranked_simulasi_mikirlah', 'dua_tiga_sampai', 'gimana_kira_bintang', 'jangan_pernah_nyoba', 'kadang_kadang_kadang', 'kadang_kadang_menang', 'kadang_kalah_kalah', 'kadang_master_nyoba', 'kadang_menang_kadang', 'kalah_kalah_kira', 'kalah_kira_satu', 'kalah_salah_besar', 'kira_bintang_kurang', 'kira_satu_dua', 'kurang_bagus_banget', 'kurang_kalah_salah', 'lebih_kadang_master', 'master_nyoba_diranked', 'matchnya_kurang_bagus', 'menang_kadang_kalah', 'mikir_gimana_kira', 'nyoba_diranked_mikir', 'nyoba_diranked_simulasi', 'pelit_matchnya_kurang', 'pernah_nyoba_diranked', 'salah_besar_jangan', 'sampai_lebih_kadang', 'satu_dua_tiga', 'simulasi_mikirlah_siapa', 'susah_kadang_kadang', 'tiga_sampai_lebih']"
"['wei', 'ngotak', 'sedikit', 'masa', 'range', 'gold', 'lawan', 'ngga', 'ngotak', 'temn', 'bego', 'iya', 'lama', 'baru', 'donlod', 'lawa', 'gila']","['baru_donlod_lawa', 'bego_iya_lama', 'donlod_lawa_gila', 'gold_lawan_ngga', 'iya_lama_baru', 'lama_baru_donlod', 'lawan_ngga_ngotak', 'masa_range_gold', 'ngga_ngotak_temn', 'ngotak_sedikit_masa', 'ngotak_temn_bego', 'range_gold_lawan', 'sedikit_masa_range', 'temn_bego_iya', 'wei_ngotak_sedikit']"
['bagus'],[]
['bagus'],[]
"['seru', 'banget', 'mirip', 'legends', 'mudah', 'banget', 'maininnya', 'bagus', 'bagus', 'pentakill', 'nyaa']","['bagus_bagus_pentakill', 'bagus_pentakill_nyaa', 'banget_maininnya_bagus', 'banget_mirip_legends', 'legends_mudah_banget', 'maininnya_bagus_bagus', 'mirip_legends_mudah', 'mudah_banget_maininnya', 'seru_banget_mirip']"
"['tolong', 'baik', 'biar', 'force', 'close']","['baik_biar_force', 'biar_force_close', 'tolong_baik_biar']"
"['jawab', 'ngehabis', 'kuota', 'mana', 'banyak', 'ngehabis', 'kuota', 'bocil']","['banyak_ngehabis_kuota', 'jawab_ngehabis_kuota', 'kuota_mana_banyak', 'mana_banyak_ngehabis', 'ngehabis_kuota_bocil', 'ngehabis_kuota_mana']"
"['musik', 'tema', 'aneh', 'nyambung', 'musik', 'tema', 'lain', 'tambahin', 'baru', 'jangan', 'bosen']","['aneh_nyambung_musik', 'baru_jangan_bosen', 'lain_tambahin_baru', 'musik_tema_aneh', 'musik_tema_lain', 'nyambung_musik_tema', 'tambahin_baru_jangan', 'tema_aneh_nyambung', 'tema_lain_tambahin']"
"['grafik', 'bagus', 'bangat']",['grafik_bagus_bangat']
"['kalah', 'turun', 'turun', 'trs', 'mana', 'gitu', 'banget', 'bkn', 'kesel']","['banget_bkn_kesel', 'gitu_banget_bkn', 'kalah_turun_turun', 'mana_gitu_banget', 'trs_mana_gitu', 'turun_trs_mana', 'turun_turun_trs']"
"['ketemu', 'musuh', 'jago', 'banget', 'kecil']","['jago_banget_kecil', 'ketemu_musuh_jago', 'musuh_jago_banget']"
['baru'],[]
"['bagus', 'tarik', 'keren', 'legends', 'gila', 'jelek']","['bagus_tarik_keren', 'keren_legends_gila', 'legends_gila_jelek', 'tarik_keren_legends']"
"['ngerti', 'season', 'kasi', 'ngetrol', 'roam', 'daji', 'lahh', 'segala', 'macam']","['daji_lahh_segala', 'kasi_ngetrol_roam', 'lahh_segala_macam', 'ngerti_season_kasi', 'ngetrol_roam_daji', 'roam_daji_lahh', 'season_kasi_ngetrol']"
['peler'],[]
['terimakasih'],[]
"['tolong', 'baik', 'bugnya', 'contoh', 'file', 'skin', 'hilang', 'sudah', 'skinnya', 'sperti', 'skin', 'guiguzi', 'jjk', 'skin', 'mayene', 'food', 'fodie', 'spend', 'token', 'akhir', 'tanggap', 'moga', 'file', 'ski', 'cepat']","['akhir_tanggap_moga', 'baik_bugnya_contoh', 'bugnya_contoh_file', 'contoh_file_skin', 'file_ski_cepat', 'file_skin_hilang', 'fodie_spend_token', 'food_fodie_spend', 'guiguzi_jjk_skin', 'hilang_sudah_skinnya', 'jjk_skin_mayene', 'mayene_food_fodie', 'moga_file_ski', 'skin_guiguzi_jjk', 'skin_hilang_sudah', 'skin_mayene_food', 'skinnya_sperti_skin', 'spend_token_akhir', 'sperti_skin_guiguzi', 'sudah_skinnya_sperti', 'tanggap_moga_file', 'token_akhir_tanggap', 'tolong_baik_bugnya']"
['ycca'],[]
"['tolong', 'optimasi', 'minimal', 'grafik', 'rendah', 'bahkan', 'rata', 'kiri', 'msih', 'suka', 'panas', 'framedrop', 'emng', 'mid', 'low', 'cuma', 'msih', 'usaha', 'tahan', 'digame', 'minimal', 'masa', 'gugur']","['bahkan_rata_kiri', 'cuma_msih_usaha', 'digame_minimal_masa', 'emng_mid_low', 'framedrop_emng_mid', 'grafik_rendah_bahkan', 'kiri_msih_suka', 'low_cuma_msih', 'mid_low_cuma', 'minimal_grafik_rendah', 'minimal_masa_gugur', 'msih_suka_panas', 'msih_usaha_tahan', 'optimasi_minimal_grafik', 'panas_framedrop_emng', 'rata_kiri_msih', 'rendah_bahkan_rata', 'suka_panas_framedrop', 'tahan_digame_minimal', 'tolong_optimasi_minimal', 'usaha_tahan_digame']"
"['mohon', 'maaf', 'delovoper', 'king', 'guna', 'wifi', 'tetapi', 'pilih', 'suruh', 'tunggu', 'tunggu', 'sudah', 'selesai', 'tetapi', 'masuk', 'tolong', 'jika', 'bug', 'segera', 'benar', 'reputasi', 'turun', 'jujur', 'seru']","['benar_reputasi_turun', 'bug_segera_benar', 'delovoper_king_guna', 'guna_wifi_tetapi', 'jika_bug_segera', 'king_guna_wifi', 'maaf_delovoper_king', 'masuk_tolong_jika', 'mohon_maaf_delovoper', 'pilih_suruh_tunggu', 'reputasi_turun_jujur', 'segera_benar_reputasi', 'selesai_tetapi_masuk', 'sudah_selesai_tetapi', 'suruh_tunggu_tunggu', 'tetapi_masuk_tolong', 'tetapi_pilih_suruh', 'tolong_jika_bug', 'tunggu_sudah_selesai', 'tunggu_tunggu_sudah', 'turun_jujur_seru', 'wifi_tetapi_pilih']"
"['beri', 'bintang']",[]
"['bagus', 'banget']",[]
"['server', 'coba', 'lihat', 'komentar', 'chandra', 'chan', 'total', 'e', 'gb', 'sudah', 'bukti', 'komentar', 'chandra', 'chan', 'suka', 'banget', 'tsb', 'kuota', 'seluler', 'capai', 'segitu', 'besar', 'wifi', 'seluler', 'mengunakan', 'gigabyte', 'wifi', 'lot']","['banget_tsb_kuota', 'besar_wifi_seluler', 'bukti_komentar_chandra', 'capai_segitu_besar', 'chan_suka_banget', 'chan_total_gb', 'chandra_chan_suka', 'chandra_chan_total', 'coba_lihat_komentar', 'gb_sudah_bukti', 'gigabyte_wifi_lot', 'komentar_chandra_chan', 'kuota_seluler_capai', 'lihat_komentar_chandra', 'mengunakan_gigabyte_wifi', 'segitu_besar_wifi', 'seluler_capai_segitu', 'seluler_mengunakan_gigabyte', 'server_coba_lihat', 'sudah_bukti_komentar', 'suka_banget_tsb', 'total_gb_sudah', 'tsb_kuota_seluler', 'wifi_seluler_mengunakan']"
"['buruk', 'kopi', 'bang', 'bang', 'gacocok', 'king', 'kingnya', 'elo', 'raja', 'tuhan', 'tuhan', 'allah', 'swt']","['bang_bang_gacocok', 'bang_gacocok_king', 'buruk_kopi_bang', 'elo_raja_tuhan', 'gacocok_king_kingnya', 'king_kingnya_elo', 'kingnya_elo_raja', 'kopi_bang_bang', 'raja_tuhan_tuhan', 'tuhan_allah_swt', 'tuhan_tuhan_allah']"
"['mending', 'genshin']",[]
[],[]
"['buruk', 'matchnya', 'ajg', 'stres', 'banyak', 'mula', 'baru', 'banget', 'sementara', 'musuh', 'veteran', 'semua', 'peak', 'nyaman', 'banget', 'gimana', 'solusi']","['ajg_stres_banyak', 'banget_gimana_solusi', 'banget_sementara_musuh', 'banyak_mula_baru', 'baru_banget_sementara', 'buruk_matchnya_ajg', 'matchnya_ajg_stres', 'mula_baru_banget', 'musuh_veteran_semua', 'nyaman_banget_gimana', 'peak_nyaman_banget', 'sementara_musuh_veteran', 'semua_peak_nyaman', 'stres_banyak_mula', 'veteran_semua_peak']"
"['mohon', 'baik', 'pakek', 'wifi', 'sinyal', 'merah', 'nanti', 'klok', 'sudah', 'setabil', 'tambah', 'bintang']","['baik_pakek_wifi', 'klok_sudah_setabil', 'merah_nanti_klok', 'mohon_baik_pakek', 'nanti_klok_sudah', 'pakek_wifi_sinyal', 'setabil_tambah_bintang', 'sinyal_merah_nanti', 'sudah_setabil_tambah', 'wifi_sinyal_merah']"
"['update', 'lag', 'belum', 'lancar']","['lag_belum_lancar', 'update_lag_belum']"
"['bagus', 'namun', 'mb', 'besar', 'tolong', 'mb', 'kurang']","['bagus_namun_mb', 'besar_tolong_mb', 'mb_besar_tolong', 'namun_mb_besar', 'tolong_mb_kurang']"
['seru'],[]
"['tolong', 'baik', 'gm', 'full', 'master', 'sampah', 'banget', 'kagak', 'jelas']","['baik_gm_full', 'banget_kagak_jelas', 'full_master_sampah', 'gm_full_master', 'master_sampah_banget', 'sampah_banget_kagak', 'tolong_baik_gm']"
"['kuat', 'anj']",[]
"['bagus', 'kucing', 'imut', 'banget', 'bintang', 'lima']","['bagus_kucing_imut', 'banget_bintang_lima', 'imut_banget_bintang', 'kucing_imut_banget']"
"['kapan', 'collab', 'demon', 'slayer', 'music', 'entrance', 'infinity', 'castle']","['collab_demon_slayer', 'demon_slayer_music', 'entrance_infinity_castle', 'kapan_collab_demon', 'music_entrance_infinity', 'slayer_music_entrance']"
"['lumayan', 'mantap']",[]
"['adil', 'setting', 'banyak', 'kalah', 'kompak', 'sedang', 'musuh', 'kompak', 'rusak']","['adil_setting_banyak', 'banyak_kalah_kompak', 'kalah_kompak_sedang', 'kompak_sedang_musuh', 'musuh_kompak_rusak', 'sedang_musuh_kompak', 'setting_banyak_kalah']"
['tiru'],[]
"['enak', 'banget', 'sumpah', 'no', 'tipu', 'tipu']","['banget_sumpah_no', 'enak_banget_sumpah', 'no_tipu_tipu', 'sumpah_no_tipu']"
['bagus'],[]
"['baru', 'pelit', 'bagi', 'skin', 'gerat']","['bagi_skin_gerat', 'baru_pelit_bagi', 'pelit_bagi_skin']"
"['bagus', 'banget']",[]
['gacor'],[]
"['lain', 'feeder', 'b', 'jelas', 'mati', 'salah']","['feeder_jelas_mati', 'jelas_mati_salah', 'lain_feeder_jelas']"
"['pernah', 'seru', 'banget', 'bahkan', 'lawan', 'banyak', 'musuh']","['bahkan_lawan_banyak', 'banget_bahkan_lawan', 'lawan_banyak_musuh', 'pernah_seru_banget', 'seru_banget_bahkan']"
"['developer', 'semangat', 'kembang', 'sekin', 'gerat', 'hemm', 'oh', 'iya', 'matchamaking', 'terimakasih', 'nyata', 'benar', 'teman', 'lebih', 'seru', 'bosan', 'agak', 'sepi', 'hem', 'sepi', 'dalam', 'gelap', 'hemm', 'moga', 'developer', 'beri', 'sekin', 'gerat', 'limpah', 'makin', 'semangat', 'hehehe', 'gimana', 'tolong', 'atas', 'baik']","['agak_sepi_hem', 'benar_teman_lebih', 'beri_sekin_gerat', 'bosan_agak_sepi', 'dalam_gelap_hemm', 'developer_beri_sekin', 'developer_semangat_kembang', 'gelap_hemm_moga', 'gerat_hemm_oh', 'gerat_limpah_makin', 'gimana_tolong_atas', 'hehehe_gimana_tolong', 'hem_sepi_dalam', 'hemm_moga_developer', 'hemm_oh_iya', 'iya_matchamaking_terimakasih', 'kembang_sekin_gerat', 'lebih_seru_bosan', 'limpah_makin_semangat', 'makin_semangat_hehehe', 'matchamaking_terimakasih_nyata', 'moga_developer_beri', 'nyata_benar_teman', 'oh_iya_matchamaking', 'sekin_gerat_hemm', 'sekin_gerat_limpah', 'semangat_hehehe_gimana', 'semangat_kembang_sekin', 'sepi_dalam_gelap', 'sepi_hem_sepi', 'seru_bosan_agak', 'teman_lebih_seru', 'terimakasih_nyata_benar', 'tolong_atas_baik']"
