stopwords_removed,trigrams_mlbb
"['makin', 'devices', 'friendly', 'detik', 'sampai', 'frame', 'drop', 'fps', 'per', 'detik', 'parah', 'alhasil', 'ganti', 'emblem', 'battle', 'spell', 'bayang', 'suruh', 'fast', 'respon', 'cuma', 'detik', 'chipset', 'sd', 'kurang', 'kah']","[('makin', 'devices', 'friendly'), ('devices', 'friendly', 'detik'), ('friendly', 'detik', 'sampai'), ('detik', 'sampai', 'frame'), ('sampai', 'frame', 'drop'), ('frame', 'drop', 'fps'), ('drop', 'fps', 'per'), ('fps', 'per', 'detik'), ('per', 'detik', 'parah'), ('detik', 'parah', 'alhasil'), ('parah', 'alhasil', 'ganti'), ('alhasil', 'ganti', 'emblem'), ('ganti', 'emblem', 'battle'), ('emblem', 'battle', 'spell'), ('battle', 'spell', 'bayang'), ('spell', 'bayang', 'suruh'), ('bayang', 'suruh', 'fast'), ('suruh', 'fast', 'respon'), ('fast', 'respon', 'cuma'), ('respon', 'cuma', 'detik'), ('cuma', 'detik', 'chipset'), ('detik', 'chipset', 'sd'), ('chipset', 'sd', 'kurang'), ('sd', 'kurang', 'kah')]"
"['makin', 'makin', 'jelas', 'lag', 'selalu', 'kalah', 'untun', 'jelek']","[('makin', 'makin', 'jelas'), ('makin', 'jelas', 'lag'), ('jelas', 'lag', 'selalu'), ('lag', 'selalu', 'kalah'), ('selalu', 'kalah', 'untun'), ('kalah', 'untun', 'jelek')]"
"['jelek', 'sekarang', 'ngga', 'android']","[('jelek', 'sekarang', 'ngga'), ('sekarang', 'ngga', 'android')]"
[],[]
['gelap'],[]
"['macam', 'seru', 'banget']","[('macam', 'seru', 'banget')]"
['bagus'],[]
"['ciga', 'bagong', 'ayna', 'sia', 't', 'ngajawab', 'tanya', 'aing', 'kana', 'aing', 'sia', 'jieun', 'rem', 'najis', 'ayna', 'mah', 'aing', 'kudu', 'deui', 'ieu']","[('ciga', 'bagong', 'ayna'), ('bagong', 'ayna', 'sia'), ('ayna', 'sia', 't'), ('sia', 't', 'ngajawab'), ('t', 'ngajawab', 'tanya'), ('ngajawab', 'tanya', 'aing'), ('tanya', 'aing', 'kana'), ('aing', 'kana', 'aing'), ('kana', 'aing', 'sia'), ('aing', 'sia', 'jieun'), ('sia', 'jieun', 'rem'), ('jieun', 'rem', 'najis'), ('rem', 'najis', 'ayna'), ('najis', 'ayna', 'mah'), ('ayna', 'mah', 'aing'), ('mah', 'aing', 'kudu'), ('aing', 'kudu', 'deui'), ('kudu', 'deui', 'ieu')]"
"['mkin', 'rusak', 'suka', 'lag', 'pdhal', 'jringan', 'hijau', 'mnding', 'usah', 'dowload']","[('mkin', 'rusak', 'suka'), ('rusak', 'suka', 'lag'), ('suka', 'lag', 'pdhal'), ('lag', 'pdhal', 'jringan'), ('pdhal', 'jringan', 'hijau'), ('jringan', 'hijau', 'mnding'), ('hijau', 'mnding', 'usah'), ('mnding', 'usah', 'dowload')]"
['hama'],[]
"['sinyal', 'bagus', 'lag', 'emosi']","[('sinyal', 'bagus', 'lag'), ('bagus', 'lag', 'emosi')]"
"['lag', 'wifi']",[]
"['guna', 'jelek', 'nonton', 'yt', 'ig', 'tiktok', 'lancar', 'banget', 'asli', 'guna', 'kntol']","[('guna', 'jelek', 'nonton'), ('jelek', 'nonton', 'yt'), ('nonton', 'yt', 'ig'), ('yt', 'ig', 'tiktok'), ('ig', 'tiktok', 'lancar'), ('tiktok', 'lancar', 'banget'), ('lancar', 'banget', 'asli'), ('banget', 'asli', 'guna'), ('asli', 'guna', 'kntol')]"
"['bagus', 'bangett']",[]
"['makin', 'buruk', 'kagak', 'senengin', 'selalu', 'feeder', 'bot', 'tahu', 'jenis', 'item', 'emblem', 'butuh', 'terkadang', 'asal', 'pilih', 'king', 'jauh', 'lebih', 'seru']","[('makin', 'buruk', 'kagak'), ('buruk', 'kagak', 'senengin'), ('kagak', 'senengin', 'selalu'), ('senengin', 'selalu', 'feeder'), ('selalu', 'feeder', 'bot'), ('feeder', 'bot', 'tahu'), ('bot', 'tahu', 'jenis'), ('tahu', 'jenis', 'item'), ('jenis', 'item', 'emblem'), ('item', 'emblem', 'butuh'), ('emblem', 'butuh', 'terkadang'), ('butuh', 'terkadang', 'asal'), ('terkadang', 'asal', 'pilih'), ('asal', 'pilih', 'king'), ('pilih', 'king', 'jauh'), ('king', 'jauh', 'lebih'), ('jauh', 'lebih', 'seru')]"
"['buruk', 'kau', 'bagus', 'bagus', 'sikit', 'beri', 't', 'n', 'semua', 'hapus', 'play', 'store']","[('buruk', 'kau', 'bagus'), ('kau', 'bagus', 'bagus'), ('bagus', 'bagus', 'sikit'), ('bagus', 'sikit', 'beri'), ('sikit', 'beri', 't'), ('beri', 't', 'n'), ('t', 'n', 'semua'), ('n', 'semua', 'hapus'), ('semua', 'hapus', 'play'), ('hapus', 'play', 'store')]"
"['bagus', 'usia', 'baik']","[('bagus', 'usia', 'baik')]"
"['update', 'season', 'pernah', 'rusak', 'sinyal', 'bagus', 'lag', 'butut']","[('update', 'season', 'pernah'), ('season', 'pernah', 'rusak'), ('pernah', 'rusak', 'sinyal'), ('rusak', 'sinyal', 'bagus'), ('sinyal', 'bagus', 'lag'), ('bagus', 'lag', 'butut')]"
"['kalah', 'lawa', 'ngeri', 'lol']","[('kalah', 'lawa', 'ngeri'), ('lawa', 'ngeri', 'lol')]"
['aneh'],[]
['buruk'],[]
"['muak', 'daritadi', 'sengaja', 'kalah']","[('muak', 'daritadi', 'sengaja'), ('daritadi', 'sengaja', 'kalah')]"
"['tolong', 'notice', 'milik', 'masuk', 'coba', 'tambah', 'brawl', 'brawl', 'masuk', 'semangat']","[('tolong', 'notice', 'milik'), ('notice', 'milik', 'masuk'), ('milik', 'masuk', 'coba'), ('masuk', 'coba', 'tambah'), ('coba', 'tambah', 'brawl'), ('tambah', 'brawl', 'brawl'), ('brawl', 'brawl', 'masuk'), ('brawl', 'masuk', 'semangat')]"
"['sinyal', 'down', 'pernah', 'perhati', 'complain', 'ttg', 'stabil', 'sinyal', 'update', 'baru', 'lag', 'parah']","[('sinyal', 'down', 'pernah'), ('down', 'pernah', 'perhati'), ('pernah', 'perhati', 'complain'), ('perhati', 'complain', 'ttg'), ('complain', 'ttg', 'stabil'), ('ttg', 'stabil', 'sinyal'), ('stabil', 'sinyal', 'update'), ('sinyal', 'update', 'baru'), ('update', 'baru', 'lag'), ('baru', 'lag', 'parah')]"
"['jelas', 'lama', 'update', 'makin', 'parah', 'lag', 'pdhl', 'hijau', 'sinyal', 'msuk', 'lagg', 'afk', 'jelas']","[('jelas', 'lama', 'update'), ('lama', 'update', 'makin'), ('update', 'makin', 'parah'), ('makin', 'parah', 'lag'), ('parah', 'lag', 'pdhl'), ('lag', 'pdhl', 'hijau'), ('pdhl', 'hijau', 'sinyal'), ('hijau', 'sinyal', 'msuk'), ('sinyal', 'msuk', 'lagg'), ('msuk', 'lagg', 'afk'), ('lagg', 'afk', 'jelas')]"
"['gaje', 'glory', 'isi', 'tetp', 'banyak', 'draksisitem']","[('gaje', 'glory', 'isi'), ('glory', 'isi', 'tetp'), ('isi', 'tetp', 'banyak'), ('tetp', 'banyak', 'draksisitem')]"
"['mending', 'lain', 'curang']","[('mending', 'lain', 'curang')]"
"['munafik', 'bego', 'win', 'klh', 'dlu', 'wkwk', 'buruk', 'push', 'lama', 'stack', 'lingkar', 'setan', 'gtu', 'mending', 'pindah', 'ketimbang', 'kikir', 'stack', 'mawi', 'minimal', 'beri', 'imbang', 'sedikit', 'biadab', 'masa', 'musuh', 'pro', 'bot', 'mikir', 'bego', 'mending', 'ep', 'ep', 'ketimbang', 'kikir']","[('munafik', 'bego', 'win'), ('bego', 'win', 'klh'), ('win', 'klh', 'dlu'), ('klh', 'dlu', 'wkwk'), ('dlu', 'wkwk', 'buruk'), ('wkwk', 'buruk', 'push'), ('buruk', 'push', 'lama'), ('push', 'lama', 'stack'), ('lama', 'stack', 'lingkar'), ('stack', 'lingkar', 'setan'), ('lingkar', 'setan', 'gtu'), ('setan', 'gtu', 'mending'), ('gtu', 'mending', 'pindah'), ('mending', 'pindah', 'ketimbang'), ('pindah', 'ketimbang', 'kikir'), ('ketimbang', 'kikir', 'stack'), ('kikir', 'stack', 'mawi'), ('stack', 'mawi', 'minimal'), ('mawi', 'minimal', 'beri'), ('minimal', 'beri', 'imbang'), ('beri', 'imbang', 'sedikit'), ('imbang', 'sedikit', 'biadab'), ('sedikit', 'biadab', 'masa'), ('biadab', 'masa', 'musuh'), ('masa', 'musuh', 'pro'), ('musuh', 'pro', 'bot'), ('pro', 'bot', 'mikir'), ('bot', 'mikir', 'bego'), ('mikir', 'bego', 'mending'), ('bego', 'mending', 'ep'), ('mending', 'ep', 'ep'), ('ep', 'ep', 'ketimbang'), ('ep', 'ketimbang', 'kikir')]"
"['makin', 'absurb', 'imbang', 'cuih', 'sampah', 'staffnya', 'ngga', 'kerja']","[('makin', 'absurb', 'imbang'), ('absurb', 'imbang', 'cuih'), ('imbang', 'cuih', 'sampah'), ('cuih', 'sampah', 'staffnya'), ('sampah', 'staffnya', 'ngga'), ('staffnya', 'ngga', 'kerja')]"
"['cocok', 'bintang', 'satu', 'ws', 'ls']","[('cocok', 'bintang', 'satu'), ('bintang', 'satu', 'ws'), ('satu', 'ws', 'ls')]"
"['alam', 'senang', 'bagus', 'inspirasi', 'tokohtokoh', 'nasional', 'kenal', 'negara', 'beda', 'tema', 'tarik', 'dukung', 'kembang', 'lonjak', 'drastis', 'sudah', 'masuk', 'salah', 'satu', 'favorit', 'alam', 'virtual', 'senang', 'senang', 'selalu', 'buff', 'nerf', 'sesuai', 'play', 'imbang']","[('alam', 'senang', 'bagus'), ('senang', 'bagus', 'inspirasi'), ('bagus', 'inspirasi', 'tokohtokoh'), ('inspirasi', 'tokohtokoh', 'nasional'), ('tokohtokoh', 'nasional', 'kenal'), ('nasional', 'kenal', 'negara'), ('kenal', 'negara', 'beda'), ('negara', 'beda', 'tema'), ('beda', 'tema', 'tarik'), ('tema', 'tarik', 'dukung'), ('tarik', 'dukung', 'kembang'), ('dukung', 'kembang', 'lonjak'), ('kembang', 'lonjak', 'drastis'), ('lonjak', 'drastis', 'sudah'), ('drastis', 'sudah', 'masuk'), ('sudah', 'masuk', 'salah'), ('masuk', 'salah', 'satu'), ('salah', 'satu', 'favorit'), ('satu', 'favorit', 'alam'), ('favorit', 'alam', 'virtual'), ('alam', 'virtual', 'senang'), ('virtual', 'senang', 'senang'), ('senang', 'senang', 'selalu'), ('senang', 'selalu', 'buff'), ('selalu', 'buff', 'nerf'), ('buff', 'nerf', 'sesuai'), ('nerf', 'sesuai', 'play'), ('sesuai', 'play', 'imbang')]"
"['jelas', 'beri', 'ngotak', 'tres']","[('jelas', 'beri', 'ngotak'), ('beri', 'ngotak', 'tres')]"
"['makin', 'ngaco', 'down', 'ms', 'naik', 'turuun', 'rating']","[('makin', 'ngaco', 'down'), ('ngaco', 'down', 'ms'), ('down', 'ms', 'naik'), ('ms', 'naik', 'turuun'), ('naik', 'turuun', 'rating')]"
"['kadita', 'butuh', 'skin', 'epic', 'zenith', 'kadita', 'ariel', 'cocok', 'zenith']","[('kadita', 'butuh', 'skin'), ('butuh', 'skin', 'epic'), ('skin', 'epic', 'zenith'), ('epic', 'zenith', 'kadita'), ('zenith', 'kadita', 'ariel'), ('kadita', 'ariel', 'cocok'), ('ariel', 'cocok', 'zenith')]"
"['bangke', 'mending', 'urusin', 'masalah', 'bug', 'ingame', 'ngurusin', 'event', 'skin', 'siasia', 'banyak', 'event', 'skin', 'masalah', 'bug', 'urusin', 'ijo', 'lag', 'aneh']","[('bangke', 'mending', 'urusin'), ('mending', 'urusin', 'masalah'), ('urusin', 'masalah', 'bug'), ('masalah', 'bug', 'ingame'), ('bug', 'ingame', 'ngurusin'), ('ingame', 'ngurusin', 'event'), ('ngurusin', 'event', 'skin'), ('event', 'skin', 'siasia'), ('skin', 'siasia', 'banyak'), ('siasia', 'banyak', 'event'), ('banyak', 'event', 'skin'), ('event', 'skin', 'masalah'), ('skin', 'masalah', 'bug'), ('masalah', 'bug', 'urusin'), ('bug', 'urusin', 'ijo'), ('urusin', 'ijo', 'lag'), ('ijo', 'lag', 'aneh')]"
"['sekarang', 'aneh', 'banget', 'satuin', 'bego', 'musuh', 'op', 'malesin']","[('sekarang', 'aneh', 'banget'), ('aneh', 'banget', 'satuin'), ('banget', 'satuin', 'bego'), ('satuin', 'bego', 'musuh'), ('bego', 'musuh', 'op'), ('musuh', 'op', 'malesin')]"
"['baik', 'dunia']",[]
"['bukan', 'makin', 'bagus', 'makin', 'parah', 'lagnya', 'setting', 'speed', 'tingkat', 'masalah', 'aktif', 'selalu', 'suka', 'nonaktif', 'sendiri', 'nyalain', 'speed', 'tingkat', 'tambah', 'kira', 'masalah', 'signal', 'sendiri', 'wifi', 'cek', 'signal', 'bar', 'penuh', 'begitu', 'wifi', 'tes', 'youtube', 'lain', 'lancar', 'gimana', 'tolong', 'walau', 'merek', 'as', 'lama', 'lain', 'bagus']","[('bukan', 'makin', 'bagus'), ('makin', 'bagus', 'makin'), ('bagus', 'makin', 'parah'), ('makin', 'parah', 'lagnya'), ('parah', 'lagnya', 'setting'), ('lagnya', 'setting', 'speed'), ('setting', 'speed', 'tingkat'), ('speed', 'tingkat', 'masalah'), ('tingkat', 'masalah', 'aktif'), ('masalah', 'aktif', 'selalu'), ('aktif', 'selalu', 'suka'), ('selalu', 'suka', 'nonaktif'), ('suka', 'nonaktif', 'sendiri'), ('nonaktif', 'sendiri', 'nyalain'), ('sendiri', 'nyalain', 'speed'), ('nyalain', 'speed', 'tingkat'), ('speed', 'tingkat', 'tambah'), ('tingkat', 'tambah', 'kira'), ('tambah', 'kira', 'masalah'), ('kira', 'masalah', 'signal'), ('masalah', 'signal', 'sendiri'), ('signal', 'sendiri', 'wifi'), ('sendiri', 'wifi', 'cek'), ('wifi', 'cek', 'signal'), ('cek', 'signal', 'bar'), ('signal', 'bar', 'penuh'), ('bar', 'penuh', 'begitu'), ('penuh', 'begitu', 'wifi'), ('begitu', 'wifi', 'tes'), ('wifi', 'tes', 'youtube'), ('tes', 'youtube', 'lain'), ('youtube', 'lain', 'lancar'), ('lain', 'lancar', 'gimana'), ('lancar', 'gimana', 'tolong'), ('gimana', 'tolong', 'walau'), ('tolong', 'walau', 'merek'), ('walau', 'merek', 'as'), ('merek', 'as', 'lama'), ('as', 'lama', 'lain'), ('lama', 'lain', 'bagus')]"
"['aneh', 'tinggi', 'teman', 'bot', 'aneh', 'bett', 'musuh', 'semua', 'sendiri', 'bott', 'buay', 'serius', 'bodoh']","[('aneh', 'tinggi', 'teman'), ('tinggi', 'teman', 'bot'), ('teman', 'bot', 'aneh'), ('bot', 'aneh', 'bett'), ('aneh', 'bett', 'musuh'), ('bett', 'musuh', 'semua'), ('musuh', 'semua', 'sendiri'), ('semua', 'sendiri', 'bott'), ('sendiri', 'bott', 'buay'), ('bott', 'buay', 'serius'), ('buay', 'serius', 'bodoh')]"
"['buruk', 'wifi', 'bagus', 'apakah', 'legends', 'rusak']","[('buruk', 'wifi', 'bagus'), ('wifi', 'bagus', 'apakah'), ('bagus', 'apakah', 'legends'), ('apakah', 'legends', 'rusak')]"
['rusak'],[]
"['coba', 'baik', 'anjg', 'bagus', 'kenapa', 'lag', 'emosi', 'heran']","[('coba', 'baik', 'anjg'), ('baik', 'anjg', 'bagus'), ('anjg', 'bagus', 'kenapa'), ('bagus', 'kenapa', 'lag'), ('kenapa', 'lag', 'emosi'), ('lag', 'emosi', 'heran')]"
"['pliss', 'baik', 'masa', 'ie', 'lezen', 'epic', 'gara', 'gara', 'punya', 'guna', 'gelap', 'aduh']","[('pliss', 'baik', 'masa'), ('baik', 'masa', 'ie'), ('masa', 'ie', 'lezen'), ('ie', 'lezen', 'epic'), ('lezen', 'epic', 'gara'), ('epic', 'gara', 'gara'), ('gara', 'gara', 'punya'), ('gara', 'punya', 'guna'), ('punya', 'guna', 'gelap'), ('guna', 'gelap', 'aduh')]"
"['kalah', 'sampai', 'menang', 'lawan', 'komputer']","[('kalah', 'sampai', 'menang'), ('sampai', 'menang', 'lawan'), ('menang', 'lawan', 'komputer')]"
['gjls'],[]
"['makin', 'updetan', 'makin', 'jelas', 'selalu', 'lag', 'sinyal', 'bagus']","[('makin', 'updetan', 'makin'), ('updetan', 'makin', 'jelas'), ('makin', 'jelas', 'selalu'), ('jelas', 'selalu', 'lag'), ('selalu', 'lag', 'sinyal'), ('lag', 'sinyal', 'bagus')]"
"['bagus', 'kikir', 'imbang', 'banyak', 'bansos', 'gacha', 'wangi', 'baik', 'wangiin', 'akun', 'moontod', 'tambahin', 'bintang', 'gacha', 'aspirant', 'pola', 'akun', 'danish']","[('bagus', 'kikir', 'imbang'), ('kikir', 'imbang', 'banyak'), ('imbang', 'banyak', 'bansos'), ('banyak', 'bansos', 'gacha'), ('bansos', 'gacha', 'wangi'), ('gacha', 'wangi', 'baik'), ('wangi', 'baik', 'wangiin'), ('baik', 'wangiin', 'akun'), ('wangiin', 'akun', 'moontod'), ('akun', 'moontod', 'tambahin'), ('moontod', 'tambahin', 'bintang'), ('tambahin', 'bintang', 'gacha'), ('bintang', 'gacha', 'aspirant'), ('gacha', 'aspirant', 'pola'), ('aspirant', 'pola', 'akun'), ('pola', 'akun', 'danish')]"
"['sinyal', 'bagus', 'lag', 'mentok', 'loby', 'patah', 'patah', 'sudah', 'bagus', 'ram', 'besar', 'banyak', 'performa', 'asik']","[('sinyal', 'bagus', 'lag'), ('bagus', 'lag', 'mentok'), ('lag', 'mentok', 'loby'), ('mentok', 'loby', 'patah'), ('loby', 'patah', 'patah'), ('patah', 'patah', 'sudah'), ('patah', 'sudah', 'bagus'), ('sudah', 'bagus', 'ram'), ('bagus', 'ram', 'besar'), ('ram', 'besar', 'banyak'), ('besar', 'banyak', 'performa'), ('banyak', 'performa', 'asik')]"
"['sampah', 'tolol', 'banyak', 'bocah', 'random', 'acak', 'jelas', 'tolol', 'buruk']","[('sampah', 'tolol', 'banyak'), ('tolol', 'banyak', 'bocah'), ('banyak', 'bocah', 'random'), ('bocah', 'random', 'acak'), ('random', 'acak', 'jelas'), ('acak', 'jelas', 'tolol'), ('jelas', 'tolol', 'buruk')]"
['kontol'],[]
"['cocok', 'hilang', 'strees', 'strees']","[('cocok', 'hilang', 'strees'), ('hilang', 'strees', 'strees')]"
['stres'],[]
"['ketemu', 'party', 'aneh', 'busuk', 'busuk']","[('ketemu', 'party', 'aneh'), ('party', 'aneh', 'busuk'), ('aneh', 'busuk', 'busuk')]"
['bagus'],[]
"['tolong', 'imbang', 'troll', 'afk', 'sesuai', 'mending']","[('tolong', 'imbang', 'troll'), ('imbang', 'troll', 'afk'), ('troll', 'afk', 'sesuai'), ('afk', 'sesuai', 'mending')]"
['bagus'],[]
"['beberapa', 'imbang', 'afk']","[('beberapa', 'imbang', 'afk')]"
"['susah', 'gampang']",[]
"['pls', 'bagi', 'koin', 'teman']","[('pls', 'bagi', 'koin'), ('bagi', 'koin', 'teman')]"
"['benar', 'ancur', 'season', 'masa', 'full', 'ketemu', 'duo', 'trio', 'party', 'kocak', 'niat', 'happy', 'fun', 'emosi', 'saran', 'mending', 'hapus', 'dri', 'kalean']","[('benar', 'ancur', 'season'), ('ancur', 'season', 'masa'), ('season', 'masa', 'full'), ('masa', 'full', 'ketemu'), ('full', 'ketemu', 'duo'), ('ketemu', 'duo', 'trio'), ('duo', 'trio', 'party'), ('trio', 'party', 'kocak'), ('party', 'kocak', 'niat'), ('kocak', 'niat', 'happy'), ('niat', 'happy', 'fun'), ('happy', 'fun', 'emosi'), ('fun', 'emosi', 'saran'), ('emosi', 'saran', 'mending'), ('saran', 'mending', 'hapus'), ('mending', 'hapus', 'dri'), ('hapus', 'dri', 'kalean')]"
"['babi', 'macth', 'tier', 'epic', 'atas', 'tdk', 'adil', 'tuk', 'lose', 'streak', 'percuma', 'mvp', 'tuk', 'kalah', 'dasar', 'anjing']","[('babi', 'macth', 'tier'), ('macth', 'tier', 'epic'), ('tier', 'epic', 'atas'), ('epic', 'atas', 'tdk'), ('atas', 'tdk', 'adil'), ('tdk', 'adil', 'tuk'), ('adil', 'tuk', 'lose'), ('tuk', 'lose', 'streak'), ('lose', 'streak', 'percuma'), ('streak', 'percuma', 'mvp'), ('percuma', 'mvp', 'tuk'), ('mvp', 'tuk', 'kalah'), ('tuk', 'kalah', 'dasar'), ('kalah', 'dasar', 'anjing')]"
"['jamet', 'bedahal', 'wifi', 'lancar', 'dasar', 'buruk', 'mending', 'ff']","[('jamet', 'bedahal', 'wifi'), ('bedahal', 'wifi', 'lancar'), ('wifi', 'lancar', 'dasar'), ('lancar', 'dasar', 'buruk'), ('dasar', 'buruk', 'mending'), ('buruk', 'mending', 'ff')]"
"['buruk', 'jangan', 'gelap', 'tadi', 'sudah', 'lose', 'trik', 'pensi']","[('buruk', 'jangan', 'gelap'), ('jangan', 'gelap', 'tadi'), ('gelap', 'tadi', 'sudah'), ('tadi', 'sudah', 'lose'), ('sudah', 'lose', 'trik'), ('lose', 'trik', 'pensi')]"
"['coba', 'lag', 'simulator', 'wifi', 'plus', 'tingkat', 'aktif', 'semua', 'lag']","[('coba', 'lag', 'simulator'), ('lag', 'simulator', 'wifi'), ('simulator', 'wifi', 'plus'), ('wifi', 'plus', 'tingkat'), ('plus', 'tingkat', 'aktif'), ('tingkat', 'aktif', 'semua'), ('aktif', 'semua', 'lag')]"
"['rusak', 'habis', 'update', 'lag', 'suka', 'ngetroll', 'rusak']","[('rusak', 'habis', 'update'), ('habis', 'update', 'lag'), ('update', 'lag', 'suka'), ('lag', 'suka', 'ngetroll'), ('suka', 'ngetroll', 'rusak')]"
"['tolong', 'skin', 'dalam', 'tanding', 'gede', 'banget', 'tolong', 'biar', 'hapus', 'lain', 'guna', 'biar', 'hapus', 'berat', 'banget', 'afk', 'sanksi', 'kocak', 'salah', 'gada', 'ringan', 'kentang']","[('tolong', 'skin', 'dalam'), ('skin', 'dalam', 'tanding'), ('dalam', 'tanding', 'gede'), ('tanding', 'gede', 'banget'), ('gede', 'banget', 'tolong'), ('banget', 'tolong', 'biar'), ('tolong', 'biar', 'hapus'), ('biar', 'hapus', 'lain'), ('hapus', 'lain', 'guna'), ('lain', 'guna', 'biar'), ('guna', 'biar', 'hapus'), ('biar', 'hapus', 'berat'), ('hapus', 'berat', 'banget'), ('berat', 'banget', 'afk'), ('banget', 'afk', 'sanksi'), ('afk', 'sanksi', 'kocak'), ('sanksi', 'kocak', 'salah'), ('kocak', 'salah', 'gada'), ('salah', 'gada', 'ringan'), ('gada', 'ringan', 'kentang')]"
"['lag', 'parah', 'update', 'project', 'next', 'buka', 'event', 'draft', 'akhir', 'lag', 'wajar', 'kadang', 'loading', 'stuck', 'jelass']","[('lag', 'parah', 'update'), ('parah', 'update', 'project'), ('update', 'project', 'next'), ('project', 'next', 'buka'), ('next', 'buka', 'event'), ('buka', 'event', 'draft'), ('event', 'draft', 'akhir'), ('draft', 'akhir', 'lag'), ('akhir', 'lag', 'wajar'), ('lag', 'wajar', 'kadang'), ('wajar', 'kadang', 'loading'), ('kadang', 'loading', 'stuck'), ('loading', 'stuck', 'jelass')]"
"['makin', 'mantap']",[]
"['kira', 'kira', 'luh', 'rangin', 'kredit', 'skor', 'afk', 'sebentar', 'kurang', 'admin', 'lol']","[('kira', 'kira', 'luh'), ('kira', 'luh', 'rangin'), ('luh', 'rangin', 'kredit'), ('rangin', 'kredit', 'skor'), ('kredit', 'skor', 'afk'), ('skor', 'afk', 'sebentar'), ('afk', 'sebentar', 'kurang'), ('sebentar', 'kurang', 'admin'), ('kurang', 'admin', 'lol')]"
"['minimal', 'baik', 'sinyal', 'minimal', 'lag', 'banget', 'beta']","[('minimal', 'baik', 'sinyal'), ('baik', 'sinyal', 'minimal'), ('sinyal', 'minimal', 'lag'), ('minimal', 'lag', 'banget'), ('lag', 'banget', 'beta')]"
"['tani', 'sepi']",[]
"['ng', 'bagus', 'cuma', 'tensi', 'naik']","[('ng', 'bagus', 'cuma'), ('bagus', 'cuma', 'tensi'), ('cuma', 'tensi', 'naik')]"
"['apalahh', 'signal', 'hijau', 'lag', 'olah', 'kouta', 'mana', 'moment', 'krusial', 'late', 'lose', 'akibat', 'ping', 'benar']","[('apalahh', 'signal', 'hijau'), ('signal', 'hijau', 'lag'), ('hijau', 'lag', 'olah'), ('lag', 'olah', 'kouta'), ('olah', 'kouta', 'mana'), ('kouta', 'mana', 'moment'), ('mana', 'moment', 'krusial'), ('moment', 'krusial', 'late'), ('krusial', 'late', 'lose'), ('late', 'lose', 'akibat'), ('lose', 'akibat', 'ping'), ('akibat', 'ping', 'benar')]"
"['bangus', 'sip']",[]
"['he', 'memeq', 'user', 'mm', 'sat', 'ngapa', 'exp', 'meq']","[('he', 'memeq', 'user'), ('memeq', 'user', 'mm'), ('user', 'mm', 'sat'), ('mm', 'sat', 'ngapa'), ('sat', 'ngapa', 'exp'), ('ngapa', 'exp', 'meq')]"
"['jelek', 'gelap']",[]
"['moontn', 'kyk', 't', 'lag', 'bett', 'hijau', 'dahh', 'ajaa', 'lahh']","[('moontn', 'kyk', 't'), ('kyk', 't', 'lag'), ('t', 'lag', 'bett'), ('lag', 'bett', 'hijau'), ('bett', 'hijau', 'dahh'), ('hijau', 'dahh', 'ajaa'), ('dahh', 'ajaa', 'lahh')]"
"['banyak', 'ramah', 'intimidasi', 'lebih', 'rendah']","[('banyak', 'ramah', 'intimidasi'), ('ramah', 'intimidasi', 'lebih'), ('intimidasi', 'lebih', 'rendah')]"
"['tolongg', 'baik', 'ngestack', 'masalah', 'afk', 'gara', 'gara', 'masalah', 'sampai', 'jika', 'salah', 'mohon', 'koreksi', 'teman', 'teman']","[('tolongg', 'baik', 'ngestack'), ('baik', 'ngestack', 'masalah'), ('ngestack', 'masalah', 'afk'), ('masalah', 'afk', 'gara'), ('afk', 'gara', 'gara'), ('gara', 'gara', 'masalah'), ('gara', 'masalah', 'sampai'), ('masalah', 'sampai', 'jika'), ('sampai', 'jika', 'salah'), ('jika', 'salah', 'mohon'), ('salah', 'mohon', 'koreksi'), ('mohon', 'koreksi', 'teman'), ('koreksi', 'teman', 'teman')]"
['rusak'],[]
['bagus'],[]
"['update', 'busuk', 'nunggu', 'delay']","[('update', 'busuk', 'nunggu'), ('busuk', 'nunggu', 'delay')]"
"['bagus', 'banget', 'like', 'it']","[('bagus', 'banget', 'like'), ('banget', 'like', 'it')]"
['bagus'],[]
"['sampah', 'kalah']",[]
"['kikir', 'kalah']",[]
"['bagus', 'sakal', 'engak', 'tarik', 'tolong', 'minta', 'konter']","[('bagus', 'sakal', 'engak'), ('sakal', 'engak', 'tarik'), ('engak', 'tarik', 'tolong'), ('tarik', 'tolong', 'minta'), ('tolong', 'minta', 'konter')]"
"['benar', 'anj', 'masa', 'ketemu', 'trio', 'random', 'tolol', 'lawan', 'partyaan', 'lima']","[('benar', 'anj', 'masa'), ('anj', 'masa', 'ketemu'), ('masa', 'ketemu', 'trio'), ('ketemu', 'trio', 'random'), ('trio', 'random', 'tolol'), ('random', 'tolol', 'lawan'), ('tolol', 'lawan', 'partyaan'), ('lawan', 'partyaan', 'lima')]"
"['bagus', 'hal', 'dewasa']","[('bagus', 'hal', 'dewasa')]"
"['kuliah', 'baru', 'ikut', 'rame', 'isi', 'kosong']","[('kuliah', 'baru', 'ikut'), ('baru', 'ikut', 'rame'), ('ikut', 'rame', 'isi'), ('rame', 'isi', 'kosong')]"
